TRANSACTION_DATE,DAY_NAME,DAY_CLASSIFICATION,MONTH_NAME,TRANSACTION_TIME,TIME_CLASSIFICATION,HOUR_OF_DAY,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_DETAIL,PRODUCT_TYPE,NUMBER_OF_SALES,REVENUE
6/23/2023,Fri,Weekday,Jun,49:41.0,Morning,11,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,7
6/23/2023,Fri,Weekday,Jun,49:52.0,Morning,11,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,1,6
6/23/2023,Fri,Weekday,Jun,53:23.0,Morning,11,Astoria,Tea,Peppermint Lg,Brewed herbal tea,1,3
6/23/2023,Fri,Weekday,Jun,00:58.0,Afternoon,12,Astoria,Bakery,Jumbo Savory Scone,Scone,1,3.75
6/23/2023,Fri,Weekday,Jun,04:49.0,Afternoon,12,Astoria,Tea,English Breakfast Rg,Brewed Black tea,1,2.5
6/23/2023,Fri,Weekday,Jun,12:16.0,Afternoon,12,Astoria,Coffee,Espresso shot,Barista Espresso,1,6
6/23/2023,Fri,Weekday,Jun,19:34.0,Afternoon,12,Hell's Kitchen,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
6/23/2023,Fri,Weekday,Jun,26:36.0,Afternoon,12,Astoria,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
6/23/2023,Fri,Weekday,Jun,32:11.0,Afternoon,12,Astoria,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.5
6/23/2023,Fri,Weekday,Jun,36:51.0,Afternoon,12,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
6/23/2023,Fri,Weekday,Jun,45:17.0,Afternoon,12,Hell's Kitchen,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6
6/23/2023,Fri,Weekday,Jun,51:38.0,Afternoon,12,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,7.5
6/23/2023,Fri,Weekday,Jun,06:09.0,Afternoon,13,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8
6/23/2023,Fri,Weekday,Jun,08:01.0,Afternoon,13,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,2.45
6/23/2023,Fri,Weekday,Jun,08:37.0,Afternoon,13,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,5
6/23/2023,Fri,Weekday,Jun,13:57.0,Afternoon,13,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,3.1
6/23/2023,Fri,Weekday,Jun,20:09.0,Afternoon,13,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,4.4
6/23/2023,Fri,Weekday,Jun,32:38.0,Afternoon,13,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea,1,2.5
6/23/2023,Fri,Weekday,Jun,34:50.0,Afternoon,13,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,1,3
6/23/2023,Fri,Weekday,Jun,55:08.0,Afternoon,13,Lower Manhattan,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,6
6/23/2023,Fri,Weekday,Jun,00:07.0,Afternoon,14,Lower Manhattan,Bakery,Almond Croissant,Pastry,1,3.75
6/23/2023,Fri,Weekday,Jun,13:06.0,Afternoon,14,Lower Manhattan,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2
6/23/2023,Fri,Weekday,Jun,16:01.0,Afternoon,14,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,2.5
6/23/2023,Fri,Weekday,Jun,17:16.0,Afternoon,14,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,4.75
6/23/2023,Fri,Weekday,Jun,18:11.0,Afternoon,14,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,2.5
6/23/2023,Fri,Weekday,Jun,18:34.0,Afternoon,14,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,5
6/23/2023,Fri,Weekday,Jun,21:52.0,Afternoon,14,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4
6/23/2023,Fri,Weekday,Jun,22:39.0,Afternoon,14,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,3
6/23/2023,Fri,Weekday,Jun,23:34.0,Afternoon,14,Hell's Kitchen,Tea,Serenity Green Tea Lg,Brewed Green tea,1,3
6/23/2023,Fri,Weekday,Jun,25:15.0,Afternoon,14,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,5
6/23/2023,Fri,Weekday,Jun,25:15.0,Afternoon,14,Astoria,Bakery,Cranberry Scone,Scone,1,3.25
6/23/2023,Fri,Weekday,Jun,36:00.0,Afternoon,14,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,4.4
6/23/2023,Fri,Weekday,Jun,46:06.0,Afternoon,14,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,7
6/23/2023,Fri,Weekday,Jun,48:29.0,Afternoon,14,Astoria,Coffee,Brazilian Sm,Organic brewed coffee,1,2.2
6/23/2023,Fri,Weekday,Jun,56:27.0,Afternoon,14,Hell's Kitchen,Coffee,Espresso shot,Barista Espresso,1,3
6/23/2023,Fri,Weekday,Jun,07:11.0,Afternoon,15,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,3.1
6/23/2023,Fri,Weekday,Jun,27:09.0,Afternoon,15,Hell's Kitchen,Flavours,Chocolate syrup,Regular syrup,1,0.8
6/23/2023,Fri,Weekday,Jun,31:23.0,Afternoon,15,Astoria,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,6
6/23/2023,Fri,Weekday,Jun,36:00.0,Afternoon,15,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,4.4
6/23/2023,Fri,Weekday,Jun,44:47.0,Afternoon,15,Astoria,Bakery,Scottish Cream Scone ,Scone,1,4.5
6/23/2023,Fri,Weekday,Jun,52:56.0,Afternoon,15,Lower Manhattan,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,7
6/23/2023,Fri,Weekday,Jun,54:10.0,Afternoon,15,Lower Manhattan,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,7.5
6/23/2023,Fri,Weekday,Jun,59:26.0,Afternoon,15,Hell's Kitchen,Bakery,Cranberry Scone,Scone,1,3.25
6/23/2023,Fri,Weekday,Jun,02:33.0,Afternoon,16,Astoria,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,6
6/23/2023,Fri,Weekday,Jun,04:51.0,Afternoon,16,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4
6/23/2023,Fri,Weekday,Jun,16:30.0,Afternoon,16,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,4.4
6/23/2023,Fri,Weekday,Jun,21:41.0,Afternoon,16,Astoria,Bakery,Croissant,Pastry,1,3.5
6/23/2023,Fri,Weekday,Jun,24:02.0,Afternoon,16,Astoria,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,2.45
6/23/2023,Fri,Weekday,Jun,31:38.0,Afternoon,16,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,6
6/23/2023,Fri,Weekday,Jun,40:06.0,Afternoon,16,Astoria,Bakery,Cranberry Scone,Scone,1,3.25
6/23/2023,Fri,Weekday,Jun,00:16.0,Evening,17,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,5
6/23/2023,Fri,Weekday,Jun,07:27.0,Evening,17,Astoria,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,3
6/23/2023,Fri,Weekday,Jun,22:34.0,Evening,17,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso,1,8.5
6/23/2023,Fri,Weekday,Jun,24:40.0,Evening,17,Astoria,Coffee,Latte,Barista Espresso,1,3.75
6/23/2023,Fri,Weekday,Jun,28:37.0,Evening,17,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,5
6/23/2023,Fri,Weekday,Jun,31:11.0,Evening,17,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,7.5
6/23/2023,Fri,Weekday,Jun,40:27.0,Evening,17,Astoria,Tea,English Breakfast Lg,Brewed Black tea,1,3
6/23/2023,Fri,Weekday,Jun,40:27.0,Evening,17,Astoria,Bakery,Cranberry Scone,Scone,1,3.25
6/23/2023,Fri,Weekday,Jun,41:20.0,Evening,17,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.5
6/23/2023,Fri,Weekday,Jun,44:32.0,Evening,17,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,7.5
6/23/2023,Fri,Weekday,Jun,46:41.0,Evening,17,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,3.5
6/23/2023,Fri,Weekday,Jun,53:05.0,Evening,17,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,5
6/23/2023,Fri,Weekday,Jun,58:45.0,Evening,17,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.5
6/23/2023,Fri,Weekday,Jun,01:59.0,Evening,18,Lower Manhattan,Tea,Peppermint Lg,Brewed herbal tea,1,9
6/23/2023,Fri,Weekday,Jun,11:09.0,Evening,18,Astoria,Coffee,Brazilian Sm,Organic brewed coffee,1,4.4
6/23/2023,Fri,Weekday,Jun,13:31.0,Evening,18,Hell's Kitchen,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
6/23/2023,Fri,Weekday,Jun,19:51.0,Evening,18,Hell's Kitchen,Coffee,Latte,Barista Espresso,1,7.5
6/23/2023,Fri,Weekday,Jun,22:05.0,Evening,18,Astoria,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,6
6/23/2023,Fri,Weekday,Jun,24:47.0,Evening,18,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8
6/23/2023,Fri,Weekday,Jun,31:06.0,Evening,18,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,7
6/23/2023,Fri,Weekday,Jun,41:24.0,Evening,18,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,4.4
6/23/2023,Fri,Weekday,Jun,43:47.0,Evening,18,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,1,3
6/23/2023,Fri,Weekday,Jun,09:25.0,Evening,19,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,2.5
6/23/2023,Fri,Weekday,Jun,10:30.0,Evening,19,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,5
6/23/2023,Fri,Weekday,Jun,19:16.0,Evening,19,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2
6/23/2023,Fri,Weekday,Jun,40:11.0,Evening,19,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,3.1
6/23/2023,Fri,Weekday,Jun,40:32.0,Evening,19,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
6/23/2023,Fri,Weekday,Jun,45:43.0,Evening,19,Hell's Kitchen,Coffee,Latte,Barista Espresso,1,7.5
6/23/2023,Fri,Weekday,Jun,48:44.0,Evening,19,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee,1,3
6/23/2023,Fri,Weekday,Jun,48:50.0,Evening,19,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,6.2
6/23/2023,Fri,Weekday,Jun,51:40.0,Evening,19,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,9
6/24/2023,Sat,Weekend,Jun,13:40.0,Morning,6,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea,1,5
6/24/2023,Sat,Weekend,Jun,22:48.0,Morning,6,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,3
6/24/2023,Sat,Weekend,Jun,22:48.0,Morning,6,Lower Manhattan,Bakery,Jumbo Savory Scone,Scone,1,3.75
6/24/2023,Sat,Weekend,Jun,36:09.0,Morning,6,Lower Manhattan,Bakery,Almond Croissant,Pastry,1,3.75
6/24/2023,Sat,Weekend,Jun,41:31.0,Morning,6,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea,1,2.5
6/24/2023,Sat,Weekend,Jun,49:53.0,Morning,6,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea,1,2.5
6/24/2023,Sat,Weekend,Jun,54:18.0,Morning,6,Hell's Kitchen,Bakery,Cranberry Scone,Scone,1,3.25
6/24/2023,Sat,Weekend,Jun,58:40.0,Morning,6,Lower Manhattan,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,4.5
6/24/2023,Sat,Weekend,Jun,04:49.0,Morning,7,Hell's Kitchen,Loose Tea,Earl Grey,Black tea,1,8.95
6/24/2023,Sat,Weekend,Jun,17:05.0,Morning,7,Lower Manhattan,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,7.5
6/24/2023,Sat,Weekend,Jun,17:56.0,Morning,7,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
6/24/2023,Sat,Weekend,Jun,24:28.0,Morning,7,Lower Manhattan,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,2.5
6/24/2023,Sat,Weekend,Jun,25:39.0,Morning,7,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone,1,4.5
6/24/2023,Sat,Weekend,Jun,28:29.0,Morning,7,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,1,6
6/24/2023,Sat,Weekend,Jun,29:42.0,Morning,7,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,9
6/24/2023,Sat,Weekend,Jun,34:44.0,Morning,7,Astoria,Coffee,Cappuccino Lg,Barista Espresso,1,8.5
6/24/2023,Sat,Weekend,Jun,37:46.0,Morning,7,Lower Manhattan,Bakery,Scottish Cream Scone ,Scone,1,4.5
6/24/2023,Sat,Weekend,Jun,38:40.0,Morning,7,Hell's Kitchen,Bakery,Ginger Scone,Scone,1,3.25
6/24/2023,Sat,Weekend,Jun,40:27.0,Morning,7,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee,1,7
6/24/2023,Sat,Weekend,Jun,42:51.0,Morning,7,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry,1,3.75
6/24/2023,Sat,Weekend,Jun,46:00.0,Morning,7,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso,2,4.2
6/24/2023,Sat,Weekend,Jun,47:48.0,Morning,7,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,5
6/24/2023,Sat,Weekend,Jun,54:40.0,Morning,7,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso,1,3.75
6/24/2023,Sat,Weekend,Jun,56:06.0,Morning,7,Lower Manhattan,Bakery,Croissant,Pastry,1,3.5
6/24/2023,Sat,Weekend,Jun,06:18.0,Morning,8,Hell's Kitchen,Bakery,Croissant,Pastry,1,3.5
6/24/2023,Sat,Weekend,Jun,10:30.0,Morning,8,Astoria,Tea,English Breakfast Rg,Brewed Black tea,1,2.5
6/24/2023,Sat,Weekend,Jun,14:25.0,Morning,8,Lower Manhattan,Tea,English Breakfast Lg,Brewed Black tea,1,9
6/24/2023,Sat,Weekend,Jun,14:32.0,Morning,8,Hell's Kitchen,Tea,Peppermint Lg,Brewed herbal tea,1,3
6/24/2023,Sat,Weekend,Jun,20:57.0,Morning,8,Hell's Kitchen,Bakery,Cranberry Scone,Scone,1,3.25
6/24/2023,Sat,Weekend,Jun,24:44.0,Morning,8,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2
6/24/2023,Sat,Weekend,Jun,26:32.0,Morning,8,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea,1,3
6/24/2023,Sat,Weekend,Jun,27:26.0,Morning,8,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,5
6/24/2023,Sat,Weekend,Jun,28:51.0,Morning,8,Lower Manhattan,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,2.5
6/24/2023,Sat,Weekend,Jun,35:24.0,Morning,8,Astoria,Coffee,Latte,Barista Espresso,1,3.75
6/24/2023,Sat,Weekend,Jun,42:28.0,Morning,8,Lower Manhattan,Tea,Serenity Green Tea Rg,Brewed Green tea,1,5
6/24/2023,Sat,Weekend,Jun,43:44.0,Morning,8,Lower Manhattan,Bakery,Oatmeal Scone,Scone,1,3
6/24/2023,Sat,Weekend,Jun,44:46.0,Morning,8,Lower Manhattan,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,7
6/24/2023,Sat,Weekend,Jun,46:11.0,Morning,8,Astoria,Coffee,Brazilian Lg,Organic brewed coffee,1,3.5
6/24/2023,Sat,Weekend,Jun,46:49.0,Morning,8,Lower Manhattan,Tea,Earl Grey Rg,Brewed Black tea,1,7.5
6/24/2023,Sat,Weekend,Jun,49:43.0,Morning,8,Hell's Kitchen,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
6/24/2023,Sat,Weekend,Jun,54:37.0,Morning,8,Lower Manhattan,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,12
6/24/2023,Sat,Weekend,Jun,56:17.0,Morning,8,Lower Manhattan,Branded,I Need My Bean! T-shirt,Clothing,1,28
6/24/2023,Sat,Weekend,Jun,02:44.0,Morning,9,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea,1,2.5
6/24/2023,Sat,Weekend,Jun,09:44.0,Morning,9,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2
6/24/2023,Sat,Weekend,Jun,10:24.0,Morning,9,Lower Manhattan,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,13.5
6/24/2023,Sat,Weekend,Jun,10:24.0,Morning,9,Lower Manhattan,Bakery,Chocolate Chip Biscotti,Biscotti,1,3.5
6/24/2023,Sat,Weekend,Jun,13:41.0,Morning,9,Lower Manhattan,Tea,English Breakfast Lg,Brewed Black tea,1,6
6/24/2023,Sat,Weekend,Jun,20:44.0,Morning,9,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4
6/24/2023,Sat,Weekend,Jun,26:59.0,Morning,9,Lower Manhattan,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,7.5
6/24/2023,Sat,Weekend,Jun,36:35.0,Morning,9,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,3.5
6/24/2023,Sat,Weekend,Jun,42:37.0,Morning,9,Astoria,Bakery,Cranberry Scone,Scone,1,3.25
6/24/2023,Sat,Weekend,Jun,50:55.0,Morning,9,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry,1,3.75
6/24/2023,Sat,Weekend,Jun,52:02.0,Morning,9,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,3.75
6/24/2023,Sat,Weekend,Jun,52:04.0,Morning,9,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
6/24/2023,Sat,Weekend,Jun,55:01.0,Morning,9,Lower Manhattan,Flavours,Carmel syrup,Regular syrup,1,0.8
6/24/2023,Sat,Weekend,Jun,58:44.0,Morning,9,Lower Manhattan,Coffee,Latte,Barista Espresso,1,3.75
6/24/2023,Sat,Weekend,Jun,59:19.0,Morning,9,Lower Manhattan,Coffee,Ouro Brasileiro shot,Barista Espresso,1,3
6/24/2023,Sat,Weekend,Jun,04:48.0,Morning,10,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,4
6/24/2023,Sat,Weekend,Jun,12:14.0,Morning,10,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,5
6/24/2023,Sat,Weekend,Jun,15:37.0,Morning,10,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone,1,4.5
6/24/2023,Sat,Weekend,Jun,15:39.0,Morning,10,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,2.5
6/24/2023,Sat,Weekend,Jun,17:12.0,Morning,10,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso,1,6
6/24/2023,Sat,Weekend,Jun,19:06.0,Morning,10,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,3.1
6/24/2023,Sat,Weekend,Jun,20:37.0,Morning,10,Lower Manhattan,Coffee,Cappuccino,Barista Espresso,1,3.75
6/24/2023,Sat,Weekend,Jun,22:59.0,Morning,10,Astoria,Bakery,Scottish Cream Scone ,Scone,1,4.5
6/24/2023,Sat,Weekend,Jun,24:18.0,Morning,10,Lower Manhattan,Coffee,Espresso shot,Barista Espresso,1,6
6/24/2023,Sat,Weekend,Jun,24:27.0,Morning,10,Hell's Kitchen,Coffee beans,Ethiopia,Gourmet Beans,1,21
6/24/2023,Sat,Weekend,Jun,25:00.0,Morning,10,Lower Manhattan,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,9
6/24/2023,Sat,Weekend,Jun,25:32.0,Morning,10,Astoria,Tea,Lemon Grass Rg,Brewed herbal tea,1,5
6/24/2023,Sat,Weekend,Jun,25:58.0,Morning,10,Lower Manhattan,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,12
6/24/2023,Sat,Weekend,Jun,28:12.0,Morning,10,Astoria,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,2.45
6/24/2023,Sat,Weekend,Jun,34:01.0,Morning,10,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,9
6/24/2023,Sat,Weekend,Jun,45:17.0,Morning,10,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,4.75
6/24/2023,Sat,Weekend,Jun,50:46.0,Morning,10,Lower Manhattan,Flavours,Carmel syrup,Regular syrup,1,0.8
6/24/2023,Sat,Weekend,Jun,51:20.0,Morning,10,Lower Manhattan,Coffee,Cappuccino,Barista Espresso,1,3.75
6/24/2023,Sat,Weekend,Jun,54:53.0,Morning,10,Lower Manhattan,Coffee,Latte,Barista Espresso,1,11.25
6/24/2023,Sat,Weekend,Jun,54:54.0,Morning,10,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea,1,5
6/24/2023,Sat,Weekend,Jun,57:34.0,Morning,10,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,6.2
6/24/2023,Sat,Weekend,Jun,12:37.0,Morning,11,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee,1,9
6/24/2023,Sat,Weekend,Jun,15:50.0,Morning,11,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4
6/24/2023,Sat,Weekend,Jun,27:44.0,Morning,11,Astoria,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,2.5
6/24/2023,Sat,Weekend,Jun,33:59.0,Morning,11,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,3.75
6/24/2023,Sat,Weekend,Jun,44:14.0,Morning,11,Lower Manhattan,Coffee,Ouro Brasileiro shot,Barista Espresso,1,6
6/24/2023,Sat,Weekend,Jun,49:16.0,Morning,11,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,5.1
6/24/2023,Sat,Weekend,Jun,50:15.0,Morning,11,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,3.1
6/24/2023,Sat,Weekend,Jun,51:51.0,Morning,11,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso,1,12.75
6/24/2023,Sat,Weekend,Jun,58:35.0,Morning,11,Astoria,Bakery,Almond Croissant,Pastry,1,3.75
6/24/2023,Sat,Weekend,Jun,03:10.0,Afternoon,12,Astoria,Coffee,Brazilian Rg,Organic brewed coffee,1,3
6/24/2023,Sat,Weekend,Jun,06:17.0,Afternoon,12,Hell's Kitchen,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,3.5
6/24/2023,Sat,Weekend,Jun,06:43.0,Afternoon,12,Astoria,Bakery,Ginger Scone,Scone,1,3.25
6/24/2023,Sat,Weekend,Jun,06:51.0,Afternoon,12,Hell's Kitchen,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6
6/24/2023,Sat,Weekend,Jun,34:21.0,Afternoon,12,Astoria,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,6
6/24/2023,Sat,Weekend,Jun,35:06.0,Afternoon,12,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,3.1
6/24/2023,Sat,Weekend,Jun,35:29.0,Afternoon,12,Astoria,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,2.5
6/24/2023,Sat,Weekend,Jun,44:53.0,Afternoon,12,Astoria,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,7
6/24/2023,Sat,Weekend,Jun,52:00.0,Afternoon,12,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,2
6/24/2023,Sat,Weekend,Jun,53:05.0,Afternoon,12,Astoria,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
6/24/2023,Sat,Weekend,Jun,00:14.0,Afternoon,13,Lower Manhattan,Coffee,Latte Rg,Barista Espresso,1,4.25
6/24/2023,Sat,Weekend,Jun,00:19.0,Afternoon,13,Astoria,Bakery,Oatmeal Scone,Scone,1,3
6/24/2023,Sat,Weekend,Jun,06:32.0,Afternoon,13,Hell's Kitchen,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,6
6/24/2023,Sat,Weekend,Jun,18:14.0,Afternoon,13,Hell's Kitchen,Bakery,Almond Croissant,Pastry,1,3.75
6/24/2023,Sat,Weekend,Jun,23:50.0,Afternoon,13,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea,1,6
6/24/2023,Sat,Weekend,Jun,32:40.0,Afternoon,13,Lower Manhattan,Flavours,Chocolate syrup,Regular syrup,1,1.6
6/24/2023,Sat,Weekend,Jun,32:46.0,Afternoon,13,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,6.2
6/24/2023,Sat,Weekend,Jun,36:39.0,Afternoon,13,Astoria,Bakery,Oatmeal Scone,Scone,1,3
6/24/2023,Sat,Weekend,Jun,42:09.0,Afternoon,13,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,3.75
6/24/2023,Sat,Weekend,Jun,03:58.0,Afternoon,14,Astoria,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
6/24/2023,Sat,Weekend,Jun,13:00.0,Afternoon,14,Hell's Kitchen,Tea,Serenity Green Tea Lg,Brewed Green tea,1,3
6/24/2023,Sat,Weekend,Jun,22:58.0,Afternoon,14,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea,1,5
6/24/2023,Sat,Weekend,Jun,28:33.0,Afternoon,14,Astoria,Coffee,Latte,Barista Espresso,1,3.75
6/24/2023,Sat,Weekend,Jun,29:35.0,Afternoon,14,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,1,3
6/24/2023,Sat,Weekend,Jun,30:03.0,Afternoon,14,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4
6/24/2023,Sat,Weekend,Jun,36:59.0,Afternoon,14,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4
6/24/2023,Sat,Weekend,Jun,37:22.0,Afternoon,14,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,3.1
